Company ID,Name,Website,Round,Amount (USD M),Year,Month,Investors,News link,Standardised round label
4133982,Virtual Reality Simulation Training with Data Analytics,http://vraisimulation.com,SERIES A,5.5,2025,2,Beringea,https://tech.eu/2025/02/27/vrai-secures-5m-series-a-for-dual-use-defence-tech/,
3883200,Relay Technologies,https://relaytech.co,SERIES A,35,2025,2,Project A;Plural;Prologis Ventures,https://siliconcanals.com/uks-relay-raises-33-4m/,
1707440,KOKO Networks,http://kokonetworks.com,SERIES A,8,2025,1,Founder Collective;Norrsken VC;Base Capital;Hesabu Capital;Giant Ventures,https://techmoran.com/2025/01/27/kapu-raises-funding-to-expand-low-cost-e-commerce-in-africa/,
2432389,Forbes Hungary,http://forbes.hu,SEED,2.5,2025,1,EBRD Venture Capital;Credo Ventures;e2vc,https://therecursive.com/axoflow-investments-seed-round-ebrd-balazs-scheidler-interview/,
970754,Nano4Imaging,https://www.nano4imaging.com,SEED,8.91,2024,12,,,
913117,Picterus,http://www.picterus.com,SEED,2.64,2024,12,EIC Fund,,
1449847,Players 1st,http://players1st.golf,LATE VC,1.43,2024,9,Scale Capital,,
1833726,Zefort,https://zefort.com/,LATE VC,1.1,2024,9,,,
3339404,Propelle,https://propelle.io,SEED,1.2,2024,9,,,
3616044,Delicity,http://delicity.com,SEED,1.012,2024,9,,,
1945155,Aphex,http://aphex.co,SEED,1.98,2024,9,,,
5335672,Crosstown H2R,http://crosstown-h2r.com,SEED,2.75,2024,9,Climate Insiders,,
5561814,Linq,http://linqapp.io,SEED,1.155,2024,9,FORM Ventures;Calm/Storm Ventures,,
2912956,MOJO-CX,https://mojo.cx,SERIES A,0,2024,9,,,
2355397,CAD.42,http://cad42.com,SERIES A,1.65,2024,9,Socadif,,
5025214,Bonx,https://bonx.tech,SEED,1.21,2024,9,Lakestar;Dynamo VC;Prequel Ventures,,
1824732,GPDQ,https://www.gpdq.co.uk/,LATE VC,1.584,2024,9,IW Capital,,
1714966,AVILOO,http://www.aviloo.com,SERIES A,1.375,2024,8,Raiffeisen KMU Invest;INVEST AG,,
1844439,MySky,https://mysky.com/,LATE VC,2.249342,2024,8,,,
4236352,Emova,http://emova.me,SEED,0,2024,8,,,
3490121,Cormind,http://cormind.com,SEED,1.7,2024,8,,,
4729422,Clu,https://www.getaclu.io/,SEED,0,2024,8,Remarkable,,
5565171,Esmark Finch,https://esmarkfinch.ie,LATE VC,2.2,2024,8,,,
4702405,SimpleX Chat,http://simplex.chat,SEED,1.3,2024,8,Asymmetric Capital Partners,,
5565455,Kleo,https://www.kleocloud.com/,SEED,1.98,2024,8,,,
2014860,Flexa Careers,https://flexa.careers,SEED,0.792,2024,8,,,
5565409,Graph Therapeutics,https://graphtx.com,SEED,0,2024,8,Merantix,,
5070290,DC Connected Car,https://www.dc-connected.de/,SEED,2.31,2024,8,Atlas Ventures;Network VC;APX;APX Ventures;VENPACE;Atlas Ventures,,
1872578,Evernest,https://www.evernest.com/,SERIES A,0,2024,8,FJ Labs,,
4671942,PerfectTed,http://perfectted.com,SEED,1.32,2024,8,,,
1760522,Blue Shock Race,http://www.blueshockrace.com,SEED,0.55,2024,8,,,
4553706,Godmode,http://godmodehq.com,SEED,2.6,2024,8,,https://webrazzi.com/2024/08/12/girisimlerin-satis-sureclerini-ile-hizlandiran-girisim-godmode/,
5288456,Ponchiqs,https://www.ponchiqs.com,SERIES A,2.05,2024,7,StartGate Digital Game & Game Technology Entrepreneurship Center,,
4256520,Papaya,https://papayadash.com,SEED,0,2024,7,FJ Labs,,
4761212,Alpagga,https://alpagga.com/,SERIES A,0,2024,7,FJ Labs,,
5405872,Kitchen Labs,http://kitchenlabs.com.tr,SEED,1,2024,7,,,
5557981,Liquorice,http://liquorice.tech,SEED,1.2,2024,7,Follow[the]Seed;Efrontier;Polymorphic Capital;L2 Iterative Venture,,
4272086,RSight,https://rsight.ai,SEED,1.43,2024,7,Business angels,,
3328013,deepMirror Ltd,http://deepmirror.ai,SEED,0,2024,7,,,
4673109,Cockpit,https://getcockpit.io,SEED,1.43,2024,7,,,
1884535,ALBA Robot,http://www.alba-robot.com,EARLY VC,1.32,2024,7,,,
4282490,InsurX,http://insurxglobal.com,SEED,2.64,2024,7,,,
3332051,Sqill,https://sqill.so/,SEED,2.2,2024,7,Buenavista Equity Partners,https://savingsleague.com/2024/07/23/lisbon-based-sqill-will-get-e2-million-to-streamline-the-inventive-workflow-of-social-media-groups/,
4649192,Assisterr,https://assisterr.ai,SEED,1.7,2024,7,GFI Energy Ventures;Outlier Ventures;Saxon Advisors;X Ventures;Web3 Ventures;Moonhill Capital,https://cointelegraph.com/press-releases/web3-ai-platform-assisterr-raised-17m-pre-seed-round-to-enable-community-owned-ai,
5211619,Liquidium,https://liquidium.fi,SEED,2.8,2024,7,NGC Ventures;Newman Capital;Viden Ventures,https://liquidium.fi/zh/blog/liquidium-closes-2-75m-seed-round-to-revolutionize-bitcoin-finance,
1798900,Latitudo 40,http://www.latitudo40.com,SEED,0.792,2024,7,CRIF;EIT Climate-KIC;Open Venture,https://www.spaceconomy360.it/software-e-applicazioni/immagini-satellitari-e-intelligenza-artificiale-fondi-per-latitudo-40/,
899198,Gnanomat,http://www.gnanomat.com,EARLY VC,1.65,2024,7,Versarien,https://otp.tools.investis.com/clients/uk/versarien_plc/rns/regulatory-story.aspx?cid=2816&newsid=1843309,
5114634,Botivo Drinks,http://botivodrinks.com,SEED,1.188,2024,7,,https://www.thegrocer.co.uk/fundraising/botivo-raises-900k-to-scale-0-botanical-drink/693418.article,
4252824,Enzo,https://www.heyenzo.com/,SEED,2.53,2024,7,Styx Urban Investments;2bX,https://www.startbase.com/news/bei-enzo-fliessen-23-mio-euro/,
3631353,Generated Health,http://generatedhealth.com,SEED,1,2024,7,,https://www.sec.gov/Archives/edgar/data/1988114/000198811424000001/xslFormDX01/primary_doc.xml,
5360768,ImmuneAge Bio,http://immuneage.bio,SEED,2,2024,7,Emerging Longevity Ventures;VitaDAO;Healthspan Capital;Infinita Fund,https://www.prnewswire.com/news-releases/immuneage-bio-launches-to-rejuvenate-the-immune-system-targeting-bone-marrow-stem-cells-302195874.html,
4598005,MetaWealth,http://metawealth.co,SEED,2.2,2024,7,,https://www.romania-insider.com/metawealth-valuation-july-2024,
1874564,Boundless,https://weareboundless.co.uk/,EARLY VC,1.98,2024,7,,https://www.thegrocer.co.uk/fundraising/boundless-bags-15m-investment-to-cement-position-in-gut-health-snacking/693173.article,
1884047,Starting Finance,http://www.startingfinance.com,EARLY VC,2.75,2024,7,Vertis;CDP Venture Capital,https://italiaeconomy.it/starting-finance-chiude-perazione-da-25-milioni/,
5424111,XOOB,http://xoob.gg,SEED,1.6,2024,7,Chromia;Mines of Dalarnia;My Neighbor Alice,https://foresightnews.pro/news/detail/48646,
3345493,TRAVERSE,http://traverse-web.co.uk,EARLY VC,0.858,2024,7,Maven Capital Partners,https://www.prolificnorth.co.uk/news/maven-ups-investment-in-cheshire-software-firm-to-1m/,
4011848,Another Round,http://anotherround.co.uk,EARLY VC,1.32,2024,7,,https://well-nation.co.uk/blog/2024/07/03/former-mma-fighter-launches-ai-powered-personal-training-platform/,
3337682,SidcoDX,http://sidcodx.com,SEED,1.98,2024,7,CEMEX Ventures,https://www.eu-startups.com/2024/07/london-based-contech-obralink-raises-e1-8-million-to-automate-and-speed-up-the-construction-process/,
1813416,Jome,https://newhomesmate.com/sign-in,SEED,0,2024,6,Vesna Capital,,
4665904,Bib Batteries,http://bib-batteries.fr,SEED,0,2024,6,,,
2526720,Spottitt,http://spottitt.com,SEED,0.8,2024,6,Right Side Capital Management;EIT InnoEnergy;Qubit Capital,https://spottitt.com/company-news/spottitt-closes-800k-usd-bridge-financing-round/,
4672197,Disruptive Industries,http://disruptive-industries.io,SEED,3.8,2024,6,Expeditions Fund;6 Degrees Capital,https://6degrees.vc/portfolio/#disruptive-industries,
5445329,Rabbitt AI,http://rabbitt.ai,SEED,2.1,2024,6,,,
3261932,Just,https://www.getjust.eu,SEED,0,2024,6,FJ Labs,,
5127108,Haltia AI,https://haltia.ai/,SEED,2.1,2024,6,,https://www.zawya.com/en/press-release/companies-news/haltiaai-celebrates-first-anniversary-with-launch-of-asimov-io25b4ne,
1845183,Meditect,https://www.meditect.com,SEED,0,2024,6,Launch Africa Ventures,https://empowerafrica.com/launch-africa-ventures-injects-4-3-million-into-16-african-startups/,
3924170,With,http://bewith.io,SEED,0,2024,6,Tal Ventures,,
3881023,Gama Space,https://www.gamaspace.com/,SEED,0,2024,6,EWOR,,
5376672,Helical,http://helical-ai.com,SEED,2.42,2024,6,Frst Capital;BoxGroup,https://www.helical-ai.com/news/helical-raises-2m-eur-bio-foundation-models,
1475040,Soletair Power,http://soletairpower.fi,EARLY VC,1.1,2024,6,,,
3029084,Aquark Technologies,http://aquarktechnologies.com,SEED,0,2024,6,Seraphim Space,https://news.satnews.com/2024/06/03/generation-space-seraphim-space-announce-mission-13-cohort-launches-new-academy/,
2506210,eMabler,http://emabler.com,SERIES A,0,2024,6,Superhero Capital;Nidoco group;Rethink Ventures,,
5410600,Agentiz,http://agentiz.com,SERIES A,0,2024,6,,,
926576,Stamp,http://stampit.co,SEED,0.55,2024,6,,,
4751107,myTeam,https://my-team.co,SEED,1.012,2024,6,,,
3463103,Keltech IoE Networks,https://keltechioe.com,SEED,0.275,2024,5,,,
1974618,TechnoCarbon,http://technocarbon.tech,SEED,1.056,2024,5,Sowefund,,
1777951,Dockflow,https://dockflow.com,SEED,0.495,2024,5,,,
1744310,GRIPWISE,https://gripwisetech.com/,SEED,0.1925,2024,5,FundBox,,
1485877,VisusNano,http://visusnano.com,SEED,0,2024,5,SOSV,https://sosv.com/company/visusnano-ltd/,
5437121,MIXRIFT,http://mixrift.com,SEED,0,2024,5,SOSV,,
3022656,XFuel,https://xfuel.com,SEED,0,2024,5,SOSV,https://sosv.com/company/xfuel/,
4629144,AnyID,http://any-id.nl,SEED,1.32,2024,5,,,
5140278,Resleeve,http://resleeve.ai,SEED,1.4,2024,5,,,
1454355,Grouper Technology,http://www.grouper.ie,SERIES A,1,2024,5,,,
1771942,Measure Protocol,http://www.measureprotocol.com,SERIES A,0,2024,5,,,
5429525,Medly AI,http://medlyai.com,SEED,0,2024,5,,,
5428811,Settle Payments,http://settle-payments.com,SEED,0,2024,5,Accelerate Africa,https://techmoonshot.com/2024/06/02/africas-new-accelerator-accelerate-africa-selects-its-inaugural-class-of-10-promising-ventures/,
2435108,Zofeur,http://zofeur.com,EARLY VC,0,2024,5,Kjøller,,
4327548,Conjecture,http://conjecture.dev,SEED,0,2024,5,Firestreak Ventures,,
5408338,OCTA,http://weareocta.com,SEED,0,2024,5,,https://www.businesswire.com/news/home/20240514562505/en/500-Global-and-Sanabil-Investments-announce-Batch-7-of-the-Sanabil-500-MENA-Seed-Accelerator-Program,
1801215,IRIS,http://iris.audio,SERIES B,0,2024,5,BOKA Group,,
3021904,Taskbase,http://taskbase.com,SEED,0,2024,5,,https://www.bloomhaus.vc/story/promising-edtech-taskbase-now-part-of-bloomhaus-portfolio,
3032090,Green Lithium,https://greenlithium.co.uk,SERIES A,0,2024,5,,,
2020059,We Build Bots,http://wbb.ai,SEED,0,2024,5,,,
5648749,Arbio,https://www.arbio.com,SEED,20,2024,4,Philipp Freise;Johannes Reck;Tao Tao;Atlantic Labs;Justin Reizes;Atempo Growth,,
3319847,Sparkpark AS,http://sparkpark.no,SEED,0.605,2024,4,EIT Urban Mobility,,
907891,Growth Tribe,https://nl.growthtribe.io/,SERIES A,2.2,2024,4,Rinkelberg Capital,,
900098,Stablepharma,http://www.stablepharma.com,EARLY VC,2.376,2024,4,,,
4462256,KitchenomiKs,https://kitchenomiks.com,SEED,1,2024,4,,,
2090172,Qureos,http://qureos.com,SEED,0,2024,4,BDev Ventures,,
1993729,Sundew,https://sundew.bio,SERIES B,0,2024,4,The Yield Lab;SOSV,https://www.linkedin.com/posts/sundew-aps_financing-trend-biodiversity-activity-7208738571434770433-zYdd/,
4286968,Pirr,https://pirr.ai,SEED,0.47,2024,4,Future Fund,,
3299701,Ubooker,http://u-booker.com,SEED,0.775,2024,4,,https://www.voguebusiness.com/story/fashion/fashions-freelancers-are-under-pressure-whats-the-solution?uID=6881d9de9ab9cf69efd298367e3fcb70e6827a82b57024bab42f357e655f282d&utm_campaign=VB_NEXT_GEN_290524&utm_source=newsletter&utm_brand=vb&utm_mailing=VB_NEXT_GEN_290524&utm_medium=email&utm_term=VB_NextGen,
3785457,Pluto,https://getpluto.com,EARLY VC,0,2024,4,Born Capital,,
2020399,MiiCare,http://miicare.co.uk,SEED,0,2024,4,,https://marketingreport.one/news/plug-and-play-alberta-announces-72-startups-for-its-fifth-cohort.html,
4544990,Plot.ai,https://www.plot.ai/,SEED,0,2024,4,Strawberry Equities,,
3344235,My Emissions,https://myemissions.co/,SEED,1.716,2024,4,Salica;Love Ventures;Raspberry Ventures,,
4088281,Artfi,http://artfi.world,SERIES A,0,2024,4,Coinvestor Ventures,,
2022081,Marble Aerospace,http://marble.aero,SEED,0.066132,2024,4,SFC Capital,,
4789033,Lightbringer,https://lightbringer.com,SEED,0.8,2024,4,,,
5238286,Belú Travel,https://belu.travel,SEED,2,2024,4,AngelList,https://stack.angellist.com/fundraising/76a815db-6a5c-4189-8f22-633b179e7218/register,
4919509,TETMET,https://tetmet.net,EARLY VC,0.33,2024,4,Sequoia;MFG Invest;rpv,https://seenews.com/news/bulgarias-mfg-invest-to-put-100-000-euro-into-frances-tetmet-1257072,
4272831,AMP IT,http://amp-it.ch,SEED,0.183334,2024,3,,,
5288468,Blend,http://tryblend.net,SEED,1.3,2024,3,,,
2014860,Flexa Careers,https://flexa.careers,SEED,0,2024,3,Haatch,https://haatch.com/portfolio/flexa/,
3108205,Auddy,https://auddy.co/,SEED,0,2024,3,Haatch,https://haatch.com/portfolio/auddy/,
1652777,Optiyol,http://optiyol.com,SEED,0.22,2024,3,,,
4122013,Inpoi,https://inpoi.it,SEED,0.1177,2024,3,,,
5391137,Tranched,http://tranched.fi,SEED,0.5,2024,3,Andreessen Horowitz,https://a16zcrypto.com/posts/article/crypto-startup-accelerator-csx-spring-2024-cohort/,
5345911,MagicBlock,https://magicblock.xyz,SEED,0.5,2024,3,Andreessen Horowitz,https://x.com/jasonrosenthal/status/1772581772384948571?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1772581772384948571%7Ctwgr%5E1ba7ca9647a048a6beb4933ec932c5c94635887f%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.gadgets360.com%2Fcryptocurrency%2Fnews%2Fcrypto-bull-run-web3-funds-startups-accelerator-investment-programmes-mentorship-5351961,
5419040,Cue Technologies,http://cuetechnologies.uk,SEED,2.112,2024,3,Index Ventures,,
5416054,Bloop,http://bloop.eu,SEED,0.935,2024,3,,https://monarquefunds.com/new-investment-closed-with-a-tech-company/,
5335090,One View,https://oneview.ae/,SEED,1.5,2024,3,,,
920313,ifesca,http://www.ifesca.de,SERIES B,2.2,2024,3,,,
1686708,Overture Life,https://www.overture.life/,SERIES B,0,2024,3,Wisdom Ventures,,
1997443,Bflows,http://www.bflows.net/,SEED,0.8,2024,3,Gepafin,,
5095452,Zero Fintech,http://zero.co.uk,SEED,0,2024,3,,,
5141793,Augmetec,http://augmetec.com,SEED,0.231,2024,3,Haatch,,
5404765,QAECY,http://qaecy.com,SEED,1.375,2024,3,,,
4628372,Tonstarter,https://tonstarter.com/,SEED,0,2024,3,Yolo Investments,https://www.newswire.com/news/yolo-investments-backs-ton-in-widespread-8m-investment-22279275,
1599594,TymeBank,https://www.tymebank.co.za/,SERIES C,0,2024,3,Lavender Hill Capital Partners Limited,,
4335262,OurRitual,https://www.ourritual.com,SEED,0,2024,3,FJ Labs;Rose Street Capital,,
4811567,KAIKAKU,http://kaikaku.ai,SEED,0,2024,3,10 BOND,,
4664177,Fanton,http://fan-ton.com,SEED,0,2024,3,Yolo Investments,https://www.newswire.com/news/yolo-investments-backs-ton-in-widespread-8m-investment-22279275,
4499089,FastLane Labs,https://fastlane.xyz,SEED,0,2024,3,Jets Capital,,
4617220,Fuse Vectors,http://fusevectors.com,SEED,0,2024,3,,https://www.linkedin.com/posts/fuse-vectors_hello-world-we-cannot-think-of-a-better-activity-7157730628543631360-mePd/?utm_source=share&utm_medium=member_desktop,
5352214,Trigify,http://trigify.io,SEED,0,2024,2,Haatch,https://haatch.com/portfolio/trigify/,
2036828,Bite Investments,http://biteinvestments.com,SEED,0.25,2024,2,Innovation and Technology Commission,,
4673110,RailSense,http://railsense.co.uk,SERIES A,1.32,2024,2,,,
5405734,SILX AI,https://www.sicopilot.cloud,SEED,1.5,2024,2,,,
2526118,Hedpay,http://hedpay.com,SEED,0,2024,2,,,
3784027,Recall,https://getrecall.ai,SEED,0,2024,2,Launch,,
1748729,Bookvitals,http://getunderline.com/,SEED,1.9,2024,2,,,
4773042,Tuggs,http://tuggs.uk,SEED,0.66,2024,2,,,
1570376,CLUBZERO,https://www.clubzero.co,SEED,0.17424,2024,2,,,
1781710,Kamupak,https://www.kamupak.com/,SEED,0,2024,2,,,
1783221,Beets&Roots,https://www.beetsandroots.de/,SERIES B,0.55,2024,2,,,
1715971,Zen Educate,http://zeneducate.com,SERIES B,0,2024,2,FJ Labs,https://www.fjlabs.com/portfolio?*=Zen+Educate,
1987241,Bellevie,https://www.belleviecare.co.uk/,SEED,0,2024,2,Design Age Institute,https://www.mcknightsseniorliving.com/home/news/tech-daily-news/smart-glasses-mobility-tools-part-of-dynamic-slate-of-senior-tech-getting-seed-funding/,
4267877,FAAREN,http://faaren.com,SERIES A,0,2024,2,,https://www.autoflotte.de/nachrichten/fuhrpark/auto-abos-branchenpionier-investiert-in-faaren-3484512,
5269193,Intelligyn,http://intelligyn.ai,SEED,0,2024,1,KI Innovations AB,,
4674127,DC Connected,http://dc-connected.ai,SEED,0,2024,1,Network VC,https://network.vc/portfolio/,
5448902,GenomixThera,http://genomixthera.com,SEED,4.9,2024,1,,,
3394068,AxonJay,https://axonjay.ai,SEED,1.32,2024,1,,,
5070290,DC Connected Car,https://www.dc-connected.de/,SEED,0,2024,1,Network VC,https://network.vc/portfolio/,
5421316,YNIQ,http://yniq-usa.com,SEED,1.3,2024,1,The London Fund,,
5421298,Burnt Faith,http://burntfaith.com,SEED,2.64,2024,1,,https://www.thegrocer.co.uk/alcohol/burnt-faith-brandy-seals-supermarket-debut-with-tesco/692322.article,
5287897,Neurovirt,http://neurovirt.net,SEED,0,2024,1,Genesis Ventures,https://therecursive.com/neurovirt-the-greek-founded-vr-rehabilitation-software-that-helps-stroke-survivors/,
1787695,IMile,https://www.imile.com/,LATE VC,0,2024,1,INCE Capital,,
4598910,nealthy,https://www.nealthy.com/,SEED,1.5,2024,1,Blockchain Founders Fund,,
5120608,UBQT,http://joinubqt.com,EARLY VC,1,2024,1,,,
4547343,Perfect.live,http://perfect.live,SEED,0.7,2024,1,,,
5342173,LumiDB,https://lumidb.com/,SEED,1.6,2024,1,First Fellow Partners;Icebreaker VC;Tiny Supercomputer Investment Company;Cocoa VC,,
4779863,AMPERE,http://ampere.co.uk,SEED,2.2,2024,1,,,
5370309,BIOVIT,http://biovit.com,SEED,0.329208,2024,1,SFC Capital,https://sfccapital.com/portfolio,
4288889,AccuLine,http://acculine-medical.com,SEED,2.5,2024,1,Mayo Clinic Ventures,,
4756203,buildbuild,http://buildbuild.io,SEED,0.33,2024,1,,,
4729668,Asymmetry Finance,https://www.asymmetry.finance,SEED,0,2024,1,Mulana Capital,,
3834570,NoPalm Ingredients,https://www.nopalm-ingredients.com/,SEED,0,2024,1,Global Agri-Food Advancement Partnership,https://www.gaapvc.com/participants,
5306489,Placy,http://placy.ai,SEED,0.275,2024,1,,,
4322990,Ucaneo,https://www.ucaneo.com,SEED,0,2024,1,Grantham Foundation,https://www.granthamfoundation.org/investing/,
5280849,Digital Iron,https://digitaliron.com,SEED,0.15,2024,1,Entrepreneurs Roundtable Accelerator,,
4670947,nealthy,http://nealthy.xyz,SEED,0,2024,1,Blockchain Founders Fund,,
5200450,Noxus,https://www.noxus.ai/,SEED,0,2024,1,,,
925741,Scientific Visual,http://scientificvisual.ch/,SERIES B,0,2023,12,,,
1681788,Liki24,https://liki24.com/,SEED,1,2023,12,TA Ventures;ICLUB Global,,
1898080,Madmonq,http://madmonq.gg,SEED,0,2023,12,Reflex Capital;Presto Ventures;Soulmates Ventures,https://www.soulmatesventures.com/case/madmonq/,
1820320,Novable,http://novable.com,SEED,0.495,2023,12,,,
3279591,Harper,http://harperconcierge.com,SEED,2.904,2023,12,,,
5404748,VARIETY PUBLISHING,http://vmpi.co.uk,SERIES A,1.98,2023,12,,,
3837746,Folks Finance,https://folks.finance,SEED,0,2023,12,Majinx Capital,https://majinx.io/portfolio/,
3460596,Augmento,http://augmento.com,SEED,1,2023,12,,,
3032490,Evergreen,http://evergreen.de,SEED,0.7,2023,12,,,
1742263,Fulfin,https://www.fulfin.com,EARLY VC,3.96,2023,12,Hevella Capital;Lakeside Beteiligungs,,
3067967,Strove,https://strove.ai,SEED,0,2023,12,BDev Ventures,,
5311187,Tulipshare,http://tulipshare.uk,SEED,10.8,2023,12,,,
5288436,NexTeam AI,http://nexteam.ai,SEED,1.5,2023,12,,,
4264367,FELS Group - FollowMyMoney,http://followmymoney.de,SERIES A,3.3,2023,12,,,
2038114,Nextkidney,http://nextkidney.com,SERIES B,11.55,2023,12,,,
5143269,Edu3Labs,http://edu3labs.com,EARLY VC,1.1,2023,12,DAOMaker;Enjinstarter;GameFi Ventures,,
5287593,JustParent,http://justparent.co.uk,SEED,1.584,2023,12,Notion Capital;Frontline Ventures;Portfolio Ventures;Blissgrowth;Concept Ventures,https://www.thesaasnews.com/news/harriet-raises-1-4-million-in-pre-seed-round,
3036585,1Control srl,https://1control.eu,EARLY VC,1.1,2023,12,CDP Venture Capital,https://bebeez.it/venture-capital/1control-incassa-round-da-un-mln-euro-guidato-da-cdp-venture-capital-sgr/,
2504685,Vara,http://vara.ai,SERIES A,0,2023,12,,,
3505054,ai|coustics,https://www.ai-coustics.com/,SEED,2.1,2023,12,,https://www.sec.gov/Archives/edgar/data/2007168/000200716824000001/xslFormDX01/primary_doc.xml,
3148666,DigiDoe,http://digidoe.com,SERIES A,1.716,2023,12,,,
2426144,Infrascreen,http://infrascreen.com,SEED,0,2023,12,Clima Now,,
2060112,Footbar,http://footbar.com,EARLY VC,3.3,2023,12,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-decembre-2023/,
3438198,FRAHM Jacket,http://frahmjacket.com,SEED,0.32472,2023,12,Crowdcube,https://www.crowdcube.com/companies/frahm-jacket,
3867825,Advanced Blast & Ballistic Systems,http://advanced-blast.com,SEED,0.095832,2023,12,Crowdcube,https://www.crowdcube.com/companies/advanced-blast-ballistic-systems-ltd,
3171702,Nuwe,http://nuwe.io,EARLY VC,0.47905,2023,12,,,
5252908,Biesbrouck Snoek & Smit B.V.,http://biesbroucksnoeksmit.nl,SEED,1.76,2023,12,RS Participaties,,
3019671,Spotr,https://www.spotr.ai/,SERIES A,0,2023,12,Volta Ventures;InnovationQuarter Capital,,
1793914,eClear,https://clearvat.com/,SERIES B,2.75,2023,12,,,
5250956,LeaseTeq,http://leaseteq.ch,SERIES A,7.333334,2023,12,VI Partners;Monte Carlo Capital;Anker Capital (Switzerland),https://www.startupticker.ch/en/news/leaseteq-raises-chf8-million-to-digitize-leasing,
30516,DentalPro,http://www.dentalpro.it/,LATE VC,1.953552,2023,12,,https://gadgetonus.com/hot-news/150067.html,
4005769,Exverse,http://exverse.io,SERIES A,1.6,2023,12,,,
3724874,Zymego,http://zymego.com,EARLY VC,2,2023,12,Spintop Ventures;Icebreaker VC,https://spintopventures.com/spintop-invests-in-groundbreaking-health-tech-startup-zymego/,
4115254,Stellar Fusion,https://www.stellarfusion.io/,SEED,1.3,2023,12,,,
5242387,formX,https://formx.com,SEED,3,2023,12,OurCrowd;Rami Lipman;At.inc Ventures;Script Capital,,
5237273,Vinter,http://vinter.me,SEED,1.1,2023,12,,,
3342992,Siloton,http://siloton.com,SEED,0,2023,12,,,
5235235,Yuccan Lead,http://yuccanlead.fr,SEED,1.32,2023,12,SIDE Capital,,
4706005,SoCyber,http://so-cyber.com,SEED,1.1,2023,12,Impetus Capital;SeedBlink;Vitosha Venture Partners,,
5234723,RTI Blockchain,http://rtiblockchain.com,SEED,2.75,2023,12,Borski Fund,https://siliconcanals.com/crowdfunding/rti-blockchain-raises-2-5m/,
5171819,NyxByte,http://nyxbyte.com,SERIES B,11.5,2023,12,Habo Investments,,
3337682,SidcoDX,http://sidcodx.com,EARLY VC,0.5,2023,12,Polpaico Soluciones,https://latamlist.com/chilean-startup-obralink-secures-500k-from-polpaico-solutions/,
1784848,yoona.ai,https://www.yoona.ai/,SEED,0.44,2023,12,,,
3573219,basebox AI,http://basebox.ai,SEED,1.1,2023,11,,,
5445828,Keepz,http://keepz.me,SEED,1.8,2023,11,,https://forbes.ge/en/skillwill-and-keepz-head-to-london-tech-week/,
5364722,Ameba,http://ameba.ai,SEED,1.65,2023,11,,,
3775707,Zeely,http://zeely.app,SEED,0,2023,11,Network VC,https://network.vc/portfolio/,
1767209,Kindred,https://www.kindred.co/,SERIES A,4,2023,11,,https://timesofindia.indiatimes.com/city/chennai/among-global-giants-of-turbines-passion-drives-their-local-dream/articleshow/102067464.cms,
4665969,Integrated Data Intelligence,http://idi4.ai,SEED,4.2,2023,11,OurCrowd,,
5361508,GetWhy,http://getwhy.io,SEED,4.033334,2023,11,,,
5406259,Revoltab,http://revoltab.com,SEED,3,2023,11,,,
4511374,EHOSS,http://ehoss.com,SEED,1.1,2023,11,,https://www.eu-startups.com/2023/05/10-slovakian-startups-to-keep-an-eye-on-in-2023-and-beyond/,
3753783,Noddi,https://noddi.no/,SEED,0.665567,2023,11,,,
5404846,Qualyfi,https://qualyfi.ai,SEED,1.2,2023,11,,,
4219669,AVEA,https://avea-life.com,SEED,1.833334,2023,11,Maximon,,
1682234,Ceres,http://www.ceresholographics.com,SEED,1.848,2023,11,Par Equity,https://sifted.eu/articles/photonics-startups-to-watch-2023,
4466981,TLDraw,https://www.tldraw.com/,SEED,2,2023,11,Lux Capital;Amplify Partners;Preston-Werner Ventures,https://tldraw.substack.com/p/tldraw-raised-another-2m,
3204772,Exalens,https://www.exalens.com/,EARLY VC,0.825,2023,11,,,
5403066,Knight Ai,http://knightai.co,SERIES B,0.7,2023,11,,,
1488705,Proxisense,http://proxisense.com,SERIES A,1.32,2023,11,,https://parkwalkadvisors.com/portfolio/proxisense/,
5330729,omnispay,http://omnispay.com,SEED,0.25,2023,11,,,
4761255,Allubmarket,http://allubmarket.com,SERIES A,2.9,2023,11,,,
3405992,Beast,https://beast.rent,SEED,3.63,2023,11,MetaPlanet;Sunly,https://www.crunchbase.com/organization/beast-9e2d/company_financials,
980347,Music Traveler,http://www.musictraveler.com,EARLY VC,1.1,2023,11,,,
2983381,Winich Farms,http://winichfarms.com,SEED,0,2023,11,,,
5181274,Arsenale BioYards,https://www.arsenale.bio,SEED,0,2023,11,,,
3159331,ELEXIR,https://www.elexir.eu,SEED,2.86,2023,11,Relay Ventures,https://www.veecle.io/news/2023-11-28-seed/,
5014883,SecureMyScholarship,http://securemyscholarship.com,SEED,0.53,2023,11,,,
1660590,Pandobac,http://pandobac.com,SEED,0.32626,2023,11,,https://www.processalimentaire.com/emballage/pandobac-leve-1-5-million-d-euros-pour-accelerer-son-developpement,
1663082,Winalist,https://www.winalist.com/,SEED,0,2023,11,,,
5100884,renn,https://getrenn.com,SEED,3,2023,11,,,
